Country Name,Country Code,Indicator Name,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Saudi Arabia,SAU,"GNI, Atlas method (current US$)",1772456710,1875566100,2086137795,2300467676,2633412160,2722242145,3252318664,3741151788,5312393270,7243131735,9406477069,12467330927,24086611388,34731692141,61684494351,71854560568,77685676935,1.07389E+11,1.42437E+11,1.75229E+11,1.58471E+11,1.3757E+11,1.30093E+11,1.18168E+11,1.26014E+11,1.11202E+11,1.14981E+11,1.1087E+11,1.23322E+11,1.43753E+11,1.51026E+11,1.443E+11,1.41445E+11,1.46171E+11,1.55249E+11,1.62423E+11,1.60122E+11,1.55203E+11,1.68015E+11,1.7834E+11,1.81045E+11,2.10902E+11,2.5423E+11,3.01461E+11,3.5078E+11,4.03709E+11,4.8456E+11,4.84684E+11,5.21513E+11,6.01E+11,7.14959E+11,7.77634E+11,8.05023E+11,7.7049E+11,7.18619E+11,6.9144E+11,7.7151E+11,8.33397E+11,8.09095E+11,8.67841E+11,1.00123E+12,1.05986E+12
Sudan,SDN,"GNI, Atlas method (current US$)",1296892660,1325730217,1352812159,1486650280,1480665440,1546868885,1674356724,1807230991,2037506049,2246854397,2372343384,2884355938,3949786512,5237500303,6253866692,7035407828,7572368849,8517657898,9735290344,10647312983,10254051514,9060643692,8292684785,7975162175,9638357850,11789303716,13676801319,16802921509,20136050225,28212528682,14205379428,10325240358,8975028771,11682922544,11894921039,12377110086,10909056277,10890025703,11328619166,12896469560,15126549561,18895973632,23278732223,29248612601,36744880536,47537212859,57456259752,57609110549,55408287847,51489031701,41279323893,40029645367,43851218697,47421486583,47072397103,42957144540,35927417623,32908045443,28180281538,29865119420,35660781579,47595143073
Senegal,SEN,"GNI, Atlas method (current US$)",,,,,,,1356704715,1285196338,1376590527,1384351781,1561522671,1738230934,2163995799,2754003729,3045515264,3061388297,3101007189,3901832120,4684106024,4801075478,4526744119,3670219548,3512031022,3613521698,4288144767,5690224095,6725173724,6896017649,6945199099,7190000075,7844456827,7669860189,6513914634,6402606469,6241682376,6453873460,6483995865,6557173307,6523781774,6513175877,6411404592,7664907731,9373268879,10958743492,11689066492,12811517945,14924503537,16365880110,16910019584,16952275650,17631205771,18525772234,19361876318,19152231811,19105759853,19680292636,22063860511,23419237507,24146285128,26409178063,28090552259,29421114096
Singapore,SGP,"GNI, Atlas method (current US$)",853581791.2,947654757.2,930847732.1,1020486126,1145749923,1298382994,1500611245,1736148882,2003229702,2301892136,2764330046,3510707415,4649875031,6011457064,6721881893,7020747364,7927098866,9514854749,11412030626,13630783938,15033035464,16529838913,18921229414,19422985261,20043109141,22422591234,26530700324,30245676425,34878922596,40673892395,49330563751,58696422927,71042616833,83268369654,94019289538,1.05246E+11,94291774715,92486827085,95391028847,91562446398,91859462976,96456251432,1.09051E+11,1.22983E+11,1.43247E+11,1.65243E+11,1.8017E+11,1.86121E+11,2.2809E+11,2.50101E+11,2.74707E+11,2.94066E+11,3.08379E+11,2.94217E+11,2.9891E+11,3.08253E+11,3.18867E+11,3.35416E+11,3.14365E+11,3.54304E+11,3.77485E+11,4.17722E+11
Solomon Islands,SLB,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,186488632.7,181628432.2,175698732,166407846.5,161352015.5,170428968,177088646.7,179807466.9,198032569.8,213154011.5,263756475,290190950.4,349570363.4,430695782.1,487609679.8,497931580,481143359.6,464719565.7,403543271.1,391654669.5,360018898.3,406213907.5,465389267.3,548195268.3,583604434.9,631117218.5,702367648.2,754223567.3,852874656.1,933828718.2,1044074133,1241049862,1287621586,1286327346,1327720459,1386105766,1526388740,1610343265,1619266944,1633024775,1658831087,1680029084
Sierra Leone,SLE,"GNI, Atlas method (current US$)",,,379539890.4,394641371.5,394081162.8,375814971.9,372086209.1,405428728.7,434540196.5,456073197.6,472155843.9,547504250.8,669316780.1,754580338.3,691666570.4,675735301.9,774633332.5,1030828159,1242453641,1247912024,1248745006,1075908480,1087990301,915141652.9,684225742.1,696182459.5,710870711.4,864379782.9,802289622.4,756397556.8,573071072.9,685065861.7,700446069.9,779168567.4,890632454.8,847597468.5,744423487.2,679236753.9,659079815.2,719137505.8,1020307866,1415656841,1513198950,1635143620,1534128229,2182250401,2587337231,2741507522,2677703677,2937545462,3145926449,4532245954,4876896123,4025405680,4078172191,3976076549,4039105544,4159009865,4061314132,4292348693,5204747022,4921755891
El Salvador,SLV,"GNI, Atlas method (current US$)",,,,,,1004209162,1043600822,1087098228,1143196977,1215713916,1337356673,1526057028,1769255334,2000412810,2244816913,2645818918,3142248166,3510493033,3378193659,3462678068,3292230383,3237189348,3382634604,3557672281,3785700312,4157317742,4438097001,4465097805,4739749287,4994288124,5723741511,6407435789,7188338481,8313019721,9045000962,9725746174,10150796195,10587396548,11209909098,11575739686,11942491887,12738311030,13675886880,14616692063,15607743784,16378282418,17573853693,17340255592,17821316600,18997876826,20050830425,20962312688,21428592935,21764575109,22295959534,23009116412,24503563519,25696389752,23674586508,27385712597,29567777825,31320391045
San Marino,SMR,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353273633,1442969114,1517264506,1409719422,1590141534,,
Somalia,SOM,"GNI, Atlas method (current US$)",201595282.6,215558361.8,211934458.2,219938344.8,259386368.9,283518801,292005748.7,299979166.6,312926273.5,345588202.3,419163790.2,484405646.4,468599904.9,732768347,774864693.8,755181125.8,695304564,614165616.4,674959850.3,738463817.2,746269231.5,672575781.7,726871509.6,834269094.9,873663990.9,1052356257,1177379526,1169151616,1105082031,957593335,768874219.8,846950669.5,922964900.9,1363081986,1712012974,1842027924,2228527099,2754382979,3269532354,2913937648,2592210240,2586680323,3194706866,4159671079,4941560602,5469347782,5946686479,4592567861,3570630965,3040241394,3368865156,3991054573,5460118532,6893507256,7313827828,7998369186,8440792329,9046030404,8975925001,9862411181,10492152810,11137382336
Serbia,SRB,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22701789916,22596216324,19716956262,12094853402,11546285267,11380023089,17893888479,24284459530,28195699761,30601831188,35688791304,44341459437,47243259220,45359664259,44776695247,43782430122,46249307627,44485591650,42306818532,40222278140,39093005441,44757653681,48879370420,51296371418,57868422874,61951646220,66392653442
Sub-Saharan Africa (excluding high income),SSA,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30889E+11,4.10325E+11,4.34254E+11,4.4918E+11,4.67802E+11,4.49402E+11,4.48011E+11,4.4975E+11,4.43731E+11,4.46194E+11,4.98978E+11,6.21328E+11,7.88731E+11,9.08523E+11,1.02704E+12,1.14961E+12,1.21317E+12,1.30215E+12,1.41778E+12,1.57861E+12,1.69859E+12,1.79954E+12,1.74497E+12,1.61424E+12,1.55262E+12,1.6493E+12,1.76532E+12,1.74519E+12,1.86666E+12,1.99164E+12,2.0375E+12
South Sudan,SSD,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7921679353,8584908542,12051428874,13158858190,11669229567,,,,,,,,
Sub-Saharan Africa,SSF,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31427E+11,4.10893E+11,4.34826E+11,4.49812E+11,4.68491E+11,4.50068E+11,4.48705E+11,4.50483E+11,4.44461E+11,4.46889E+11,4.99723E+11,6.2224E+11,7.89819E+11,9.09778E+11,1.02821E+12,1.15062E+12,1.21407E+12,1.30306E+12,1.41876E+12,1.57972E+12,1.6997E+12,1.80075E+12,1.74635E+12,1.61572E+12,1.55417E+12,1.651E+12,1.76714E+12,1.7467E+12,1.86815E+12,1.99344E+12,2.03953E+12
Small states,SST,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,22257832609,24577305024,24575776759,23566404141,24398754404,24671539018,27326993635,32628865610,38512599902,40405241800,42960580637,45029523992,49692300960,51044914044,52932557616,57803692096,62808855299,64678815489,66471123816,68795827888,73981941990,75580127816,78204973394,87552567078,1.04364E+11,1.23073E+11,1.37395E+11,1.55227E+11,1.71517E+11,1.68089E+11,1.70966E+11,1.79099E+11,1.92181E+11,2.01961E+11,2.04328E+11,2.02054E+11,1.99412E+11,2.05101E+11,2.2631E+11,2.41638E+11,2.22879E+11,2.41751E+11,2.68954E+11,2.86082E+11
Sao Tome and Principe,STP,"GNI, Atlas method (current US$)",,,,,,,,,,,44944033.71,53528143.55,66332379.75,75575605.27,67100024.32,67973709.55,64151727.16,74585349.78,84795797.22,81922265.11,83866575.46,76236131.62,71572228.97,81325723.09,83285133.35,102820539.2,114296800.9,107379403,101131164.9,100721640.4,100328744.9,101344356.9,109237857.6,111496972.3,115036327.9,98259516.77,82453004.85,72670412.28,69584195.12,74562725.26,77406856.06,92007505.24,108188329.8,128898660.2,150897186.4,159757163.6,173069568.8,190141419.7,198696111.6,210849764.5,221717188.5,256192581.9,282793569.8,279487111.9,289784780.6,297476635.3,349859400.9,386802661.3,440554552.8,493718030.4,549268481.2,573880717.1
Suriname,SUR,"GNI, Atlas method (current US$)",82434092.55,73171526.25,81617930.45,121881276.5,152632518,175582048.1,184918807,193740553,211252160.4,226981425.2,252859189.5,281985723.1,352759745.5,475635247.9,507604870.8,587877139,690279154,779505215,824246425.2,949461539.3,907216517.6,838804906.3,851945693,876224937,919313043.9,961166867.4,1160646434,886712699.3,576721316.9,468974798.1,436983534.7,417064075,478956424.9,585013520.8,729354280,834478109.1,944652301.7,908170673.6,929683323.8,796422432.5,928634466.5,1071714238,1392461562,1658315124,2038948299,2580911294,3271821457,3641823424,4031993306,4240253829,4626181839,4898303143,5123441781,4971060065,3920682000,3387482062,3437564839,3612292321,2730324307,2750942802,3073123035,3342812857
Slovak Republic,SVK,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12525255155,15752468238,18628534916,22645679490,26993296365,29154303858,29268352217,29034300786,29845119860,30798584252,32455284954,37500890032,48686151198,61091197153,69598371466,80320407668,92993314001,92370488248,95006435193,94961268416,96425478157,98900792970,99388874028,96323693602,91468840825,90648617588,1.002E+11,1.04728E+11,1.0509E+11,1.12472E+11,1.19958E+11,1.23676E+11
Slovenia,SVN,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14211527183,13731007551,15132438319,18705038673,20947259885,22325009230,21807462901,22455412201,22413933657,21815824967,21770302489,25205599027,31173357006,36623159411,39772112055,43990131229,49846386768,49876206352,50427471590,50552245071,47858307549,47878546087,48698539905,45948070001,44991598428,45754231985,51121939424,54418624268,53561270586,59813645706,62487311398,64938273751
Sweden,SWE,"GNI, Atlas method (current US$)",18222495934,19781658267,21926193731,23923706614,25973408142,28440159609,31171576264,34101346329,37735071069,40431946836,46092087141,57368933201,70004487693,83268970359,88142391676,93189502877,1.03122E+11,1.22665E+11,1.4374E+11,1.4585E+11,1.31177E+11,1.1284E+11,1.08542E+11,1.0921E+11,1.28276E+11,1.62572E+11,2.04112E+11,2.21539E+11,2.37621E+11,2.50839E+11,2.71624E+11,2.45891E+11,2.43135E+11,2.4773E+11,2.6874E+11,2.7772E+11,2.75381E+11,2.77287E+11,2.80487E+11,2.64346E+11,2.59643E+11,2.93387E+11,3.57822E+11,4.13324E+11,4.46298E+11,4.78522E+11,5.13745E+11,4.89502E+11,5.12315E+11,5.35795E+11,5.6253E+11,5.93346E+11,5.99864E+11,5.72699E+11,5.39698E+11,5.33534E+11,5.66776E+11,5.8043E+11,5.67497E+11,6.33881E+11,6.70158E+11,6.4962E+11
Eswatini,SWZ,"GNI, Atlas method (current US$)",,,,,,,,,,,136659092.6,173491785.4,226285532.8,,,,,,,,,,,,,,,,1064370094,1143535851,1359826815,1406335384,1423315227,1684824898,1825433615,1883700260,1701530186,1719892538,1679334058,1725479133,1595224747,1740661036,2216631000,3178730942,3419659966,3628446679,3532599928,3513429880,3687270313,4134671228,4656868465,4801013458,4522356937,4192814770,3846289558,3810249578,4119431517,4210407381,3978060127,4490449841,5292988149,4674153429
Sint Maarten (Dutch part),SXM,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982267354.3,1086191093,1194947389,1348523899,1285080900,1236735951,1375327329,1207190200,1315635850,1511053348,
Seychelles,SYC,"GNI, Atlas method (current US$)",12711106.58,14057814.19,15136464.98,15429795.02,17615147.91,17446059.96,17854217.76,17488537.49,18799507.49,22460843.66,27062838.68,35567622.27,44884057.34,51602296.27,55275165.52,54006512.32,72834682.85,110062248.1,135735842.8,157489544.4,158190974.6,150413356.5,153860071.7,172420042.9,192403266.6,235800128.9,292069243.6,333590639,373116196.8,391279611.7,452733083.8,495116100.7,512039184.1,520398577.6,567948500.1,613770681.5,592658784.4,613341540.4,642299701.7,638343032.7,613974556.9,662420847.8,813794957.7,981566867,1131739855,1096114168,1001993224,899868274,912189611.4,974726702.3,1107381833,1111241424,1218930019,1378250586,1479557110,1551041985,1704777951,1825490395,1515976373,1484169603,1798036516,2028994348
Syrian Arab Republic,SYR,"GNI, Atlas method (current US$)",1132454258,1068484186,1216407144,1376725476,1316430125,1496736955,1644685021,2119069716,2164687434,2490935203,3198842854,3247299641,4821083061,6706940113,7908030291,7888440112,9156328433,10189571606,13150625488,15113373456,15629595586,15971915597,15462957422,16967677827,15046987064,13366144803,13284956063,9764983490,10127231926,11640730643,13564092084,13630206052,12586859060,12122586642,12222433455,12576121548,13613419877,13344695247,14831064206,16731863606,18563565982,20613831181,23525048797,26076220036,29788416235,34858344056,42146140855,49530872568,55750538907,59402432691,45079220901,27441959513,21617167085,17395487477,14481686879,13780306936,15780828936,19649063844,16145854036,12023721191,,
Turks and Caicos Islands,TCA,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771559851.4,855562217.3,955760606,992231739.3,1103545291,1162166945,843842351.6,970968580.3,1110787233,1223972717
Chad,TCD,"GNI, Atlas method (current US$)",350761456.3,359030800.2,367969997.1,397148756,418837497.6,448567081.9,465155862.3,504090479.2,508612096.5,505842451.9,559221571.6,621425830.5,749366295.3,922341686.7,930963665.8,983538077.6,1061155189,975441093.8,1085741928,1059875624,976226021.1,927390699.9,893031647.4,1051313676,1075953334,1149285985,1499511957,1579718818,1591272338,1807318746,2079122436,1597052333,1506908182,1452304064,1458321727,1597798575,1699928197,1602710002,1507015823,1620722415,1759223606,2004245857,3263364782,4746028173,5553854075,6844584499,7816610209,9615959809,10868265001,10947483866,12240627682,12850832205,13352645367,12409756504,10676159514,9630752664,10458838396,11171839109,11058681678,11282288686,12132368666,12999923869
East Asia & Pacific (IDA & IBRD countries),TEA,"GNI, Atlas method (current US$)",65725313922,73149997922,82874467698,96048125661,1.06648E+11,1.03361E+11,1.03006E+11,1.1865E+11,1.36312E+11,1.43905E+11,1.55706E+11,1.92405E+11,2.30329E+11,2.73445E+11,2.72694E+11,2.94126E+11,3.17135E+11,3.55778E+11,3.99563E+11,4.29511E+11,4.36341E+11,4.37773E+11,4.70283E+11,5.10477E+11,5.51262E+11,5.86418E+11,6.27422E+11,6.415E+11,6.76656E+11,7.35809E+11,8.28906E+11,9.12643E+11,1.03738E+12,1.20913E+12,1.4246E+12,1.56134E+12,1.48026E+12,1.53665E+12,1.65341E+12,1.79841E+12,1.96294E+12,2.2496E+12,2.66734E+12,3.09666E+12,3.6111E+12,4.36563E+12,5.35869E+12,6.2713E+12,7.38536E+12,8.60272E+12,1.01407E+13,1.14871E+13,1.25896E+13,1.3197E+13,1.37217E+13,1.4531E+13,1.60496E+13,1.73756E+13,1.76123E+13,1.98104E+13,2.14099E+13,2.22609E+13
Europe & Central Asia (IDA & IBRD countries),TEC,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.91818E+11,9.43884E+11,9.19603E+11,8.43317E+11,8.85893E+11,9.20794E+11,9.68844E+11,9.13771E+11,8.63399E+11,9.03411E+11,8.72566E+11,9.42823E+11,1.10314E+12,1.41404E+12,1.79151E+12,2.1926E+12,2.70627E+12,3.30462E+12,3.30178E+12,3.51952E+12,3.80223E+12,4.31516E+12,4.72505E+12,4.718E+12,4.19617E+12,3.72775E+12,3.62507E+12,3.88146E+12,4.1089E+12,3.98428E+12,4.38627E+12,4.74836E+12,5.20234E+12
Togo,TGO,"GNI, Atlas method (current US$)",193596278.4,204421391.6,236759541.7,267868956.4,304595032.1,324825233.8,350397093.1,392218714.2,391458959.9,399695425.5,455363523.2,559261842.6,744414329.1,899467874.5,932221501.6,1039165159,1215070357,1302028094,1623131690,1568175658,1312550435,1075824530,1042376991,1071074819,1217134678,1516395619,1987548146,2086165299,2151002891,2197247722,2336787638,1951706148,1814428331,1832411244,1924338573,2248192834,2136038525,2135404808,2158814138,2107326959,2211824024,2627390844,3021466563,3194695916,3360418281,3509249706,4053450677,4654422041,4980521445,5537015717,5577563124,6033400766,6327531282,6426661268,6258874723,6215747316,6882213912,7273797272,7483885675,8168909590,8840874853,9323210954
Thailand,THA,"GNI, Atlas method (current US$)",3282278798,3595886531,3882772150,4324260578,5084449306,5736755834,6392420800,6884709881,7629891639,7944432171,8434587705,10620829346,13484307448,16270071426,18127335767,20100249497,23865634991,28185398161,33623683066,36677377493,37591293704,38346269261,40501657730,41326575357,44170379521,51341516668,63778739358,73580130529,84094450679,95022127173,1.09086E+11,1.24381E+11,1.41155E+11,1.62804E+11,1.77585E+11,1.63029E+11,1.28202E+11,1.2333E+11,1.24592E+11,1.24786E+11,1.2727E+11,1.4077E+11,1.64633E+11,1.82747E+11,2.04129E+11,2.33317E+11,2.63926E+11,2.76653E+11,3.0801E+11,3.34256E+11,3.74726E+11,3.89997E+11,3.94296E+11,3.92055E+11,3.93271E+11,4.12965E+11,4.58793E+11,5.04709E+11,4.94233E+11,5.08382E+11,5.18837E+11,5.15549E+11
Tajikistan,TJK,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902544802,1652246422,1205774332,1230180549,1012531265,988473780.7,1067019227,1083386022,1067373244,1030939876,1096900766,1368393116,1792118318,2587368792,3260506759,4067659743,5390747546,5895523131,6932779876,7848556215,9089183120,10691489456,11131955616,10654541763,9656683965,9110541638,9349340574,9967178068,10041893219,11281996404,13840795740,14584547609
Turkmenistan,TKM,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3623238301,3229403754,2819489519,3112741830,2817337812,2553825103,2615366628,2395064717,2464035799,2766853549,2691410075,2945070768,3447929306,4591781872,6140033848,7583553784,9085452218,11306611360,14987480209,17781034682,20701691317,24454791710,29302609104,34929613726,39382084894,39142691113,38647183424,36747796296,39436024989,43913046851,46850405197,51032785616,55433681421,59682101570
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85783E+12,1.16335E+12,1.04722E+12,1.18565E+12,1.33379E+12,1.52682E+12,1.68109E+12,1.89678E+12,2.09344E+12,2.13117E+12,2.05237E+12,2.11193E+12,2.07881E+12,1.97549E+12,1.99279E+12,2.18048E+12,2.47436E+12,2.88929E+12,3.4192E+12,3.99506E+12,4.13307E+12,4.64436E+12,5.1795E+12,5.79079E+12,6.1031E+12,6.09947E+12,5.55687E+12,5.14577E+12,5.11911E+12,5.373E+12,5.48031E+12,4.82921E+12,5.17114E+12,5.60234E+12,6.12322E+12
Timor-Leste,TLS,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357141571.8,421198469,482926831.1,536117566.4,600357807.5,633562419.8,626676540,420147584.4,491500639.3,577892115.5,696340307.9,633475248.8,758088665.8,920709990.9,1331551176,1910713378,3140393680,2506883272,3117792630,4154279316,4045957191,3699767395,3187660251,2633293107,2133187582,2235174656,2295856992,3099940931,3327235184,3156498229,2652658209,2904901770
Middle East & North Africa (IDA & IBRD countries),TMN,"GNI, Atlas method (current US$)",,,,,,27795979439,32045214436,36385136969,39869321665,44261219881,55657277026,69165512531,97532954396,1.31738E+11,1.68409E+11,1.80609E+11,1.98741E+11,2.39079E+11,2.77586E+11,2.94287E+11,3.25958E+11,3.28879E+11,3.3544E+11,3.71585E+11,3.98966E+11,4.23433E+11,4.16149E+11,3.91373E+11,4.54439E+11,2.80607E+11,2.92663E+11,2.92174E+11,3.09889E+11,3.15056E+11,3.50979E+11,3.80434E+11,3.96555E+11,4.14609E+11,4.48427E+11,4.7077E+11,4.67745E+11,4.94168E+11,5.69165E+11,6.57457E+11,7.61091E+11,9.06447E+11,1.08559E+12,1.20861E+12,1.34222E+12,1.42556E+12,1.6261E+12,1.68935E+12,1.66659E+12,1.53258E+12,1.52058E+12,1.48142E+12,1.46827E+12,1.43801E+12,1.30226E+12,1.44801E+12,1.62041E+12,1.68788E+12
Tonga,TON,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,64274705.15,64470154.74,67243658.83,72738488.52,81596702.78,100920554.7,109810663.9,116412689.4,128255146.6,138154393.4,146334113,174556961.8,200257222.3,228425841.2,225684078.8,217324553.4,211138450.2,203907581.6,199582495.4,198518849.7,198775545.3,216510811.4,243028407.3,276587645.6,297780361.5,338180932.2,330432579.1,350797867.2,394229456.1,444187715.1,462434410.3,464324056.1,447039000.6,446084081.3,468564865,495616633.2,537955636.5,546045732.2,526529181.9,533922602.1,
South Asia (IDA & IBRD),TSA,"GNI, Atlas method (current US$)",51668209173,57223053388,65090852272,69580575635,68428225025,70782760540,70651881623,77515119689,84011667622,88807204159,93732628716,1.08263E+11,1.28375E+11,1.49842E+11,1.48547E+11,1.5456E+11,1.74385E+11,1.94986E+11,2.39907E+11,2.69742E+11,2.70595E+11,2.71226E+11,2.75798E+11,2.92005E+11,3.1901E+11,3.63402E+11,4.12718E+11,4.1915E+11,4.24629E+11,4.02315E+11,4.13229E+11,4.0499E+11,4.30779E+11,4.71831E+11,5.2196E+11,5.42938E+11,5.55377E+11,5.9387E+11,6.2204E+11,6.52895E+11,6.82726E+11,7.73109E+11,9.17855E+11,1.07134E+12,1.20275E+12,1.39336E+12,1.54119E+12,1.73118E+12,1.90475E+12,2.14284E+12,2.36399E+12,2.47819E+12,2.58891E+12,2.70003E+12,2.90721E+12,3.17302E+12,3.54899E+12,3.74962E+12,3.51359E+12,3.98972E+12,4.39181E+12,4.62951E+12
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31427E+11,4.10893E+11,4.34826E+11,4.49812E+11,4.68491E+11,4.50068E+11,4.48705E+11,4.50483E+11,4.44461E+11,4.46889E+11,4.99723E+11,6.2224E+11,7.89819E+11,9.09778E+11,1.02821E+12,1.15062E+12,1.21407E+12,1.30306E+12,1.41876E+12,1.57972E+12,1.6997E+12,1.80075E+12,1.74635E+12,1.61572E+12,1.55417E+12,1.651E+12,1.76714E+12,1.7467E+12,1.86815E+12,1.99344E+12,2.03953E+12
Trinidad and Tobago,TTO,"GNI, Atlas method (current US$)",559591310.2,666064436.7,726557426.2,746539698.1,694893115.4,713722688.3,738721530.8,755158984.1,786001814.8,827756772.7,971698882.1,1177711836,1493829416,2192457534,2590544660,2918623965,3543663356,4208186177,5576909937,6673094842,7512029931,6965791499,6964436848,6902341569,6017976850,5117509628,4726377959,4400050134,4525301594,4781026968,5461023878,5070857560,4846172419,4985225340,5320941377,5672329410,5831274211,6177154218,6840975873,7724961290,8637593081,10361260386,12510201284,14502112092,17294569359,19625723079,22800133237,21399675055,21861964775,20001165159,24158091956,27165850355,27990291913,27998259926,24319311209,23122021166,23223162186,23926356762,20753223791,22659904897,24788547092,27538750900
Tunisia,TUN,"GNI, Atlas method (current US$)",,837444367.1,903304064.9,979774984.7,1037848501,1048259163,1188350816,1277419097,1384907061,1621228244,2106629557,2481152850,3358029119,4317543278,4715006331,5019445528,5707914023,7012009109,8689082511,9278225789,8596580595,8165177393,8285246021,8406525970,8555861543,9789407680,10509395779,10433323557,11648341435,12339105364,14453258753,14570084947,15312693842,16321878264,18235713970,19899657677,20464679470,21773583492,22079088389,21947361290,21477756957,24398808053,29057687148,31951703837,34015138581,36469356203,40233218017,42825489166,44612001363,44199173490,46834592909,47866652277,48570398009,47041033757,45269780062,43115970803,43579974553,42654666543,39258016591,43801584957,47039301519,46907404866
Turkiye,TUR,"GNI, Atlas method (current US$)",,,,,,15172478428,17274899264,19146842008,19732545839,19344330209,20644454625,24250473312,33055339902,44215327862,53131441321,58514254757,64458950453,78569408281,82159119035,83911411681,72028997473,65868059725,63021501472,64290410445,72400969752,88919901022,96774700578,1.01714E+11,1.24382E+11,1.42094E+11,1.64225E+11,1.78699E+11,1.5436E+11,1.66584E+11,1.73398E+11,1.92368E+11,2.10813E+11,2.237E+11,2.72933E+11,2.29517E+11,2.33696E+11,2.60872E+11,3.53354E+11,4.63422E+11,5.41999E+11,6.2294E+11,6.93943E+11,6.87843E+11,7.59057E+11,8.3074E+11,8.92785E+11,9.56939E+11,9.7516E+11,9.44501E+11,8.98805E+11,8.90532E+11,8.67127E+11,8.09413E+11,7.6383E+11,8.41959E+11,9.03983E+11,9.94012E+11
Tuvalu,TUV,"GNI, Atlas method (current US$)",,,,,,,,,,,5710430.406,6602131.492,7958199.708,8828629.753,8661404.744,7911760.31,7898433.411,8468933.675,9110014.379,9721742.071,8052939.606,8402857.164,8862625.265,8217500.972,9945081.825,11090900.55,14106673.94,14906606.92,18701562.09,20561222.14,21822107.88,20229193.77,23241356.35,22744347.57,21999620.41,26842940.11,27783591.14,25777992.2,22200100.46,26689802.35,32966562.76,25358454.42,33183331.81,37295344.27,39421113.09,47560228.52,49336529.55,50989093.38,47577922.25,50905545.84,48573602.94,61688413.13,52207205.88,61921107.83,59563672.52,57885312.34,66944030.26,72821244.49,71588477.13,76523799.56,80937989.36,86040855.41
Tanzania,TZA,"GNI, Atlas method (current US$)",3072591029,3365942559,3659262612,3913654273,4428671061,4678505423,5085175384,5306938327,2910466449,3121380447,3551787343,4266756589,5107215993,6049394332,6568417939,7150288038,8514341683,10295372228,12053079511,12816697445,13292438740,13454813752,13685288452,14219596891,13574662636,11571594313,9614960510,7825777596,7122417482,6922944812,6880236986,6803129565,6636504668,7124728768,8283420420,9588391147,10898245459,12151075203,13172167840,13555766897,14354106028,15360110237,17178598530,18834812036,19957513524,21283699212,24366772016,28083757992,31325145798,34058805660,37178889012,41840805388,47502980246,49153890681,50244433860,51723502712,56492880561,60297100339,62810675651,69029492270,75955418119,79293047095
Uganda,UGA,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,2505419812,2845757084,3754318772,4900925378,6446211808,6742660294,5638077377,4415116116,3550458340,3403355651,3628876151,4712738827,5809516980,6449969309,6469454515,6572754408,6398433460,6050661894,6302717143,6628439144,7556670896,8665661384,10044048125,11401532680,13210848589,17246365554,21935101874,28599612727,28539804189,28694330599,30240345179,31764483698,31612983048,30589558023,32026794739,34749963727,36392655823,39349317972,43852479002,47398951045
